,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
112,112,3146,3146,1737,FITfiles/2024-06-10/UMICH_20240610_144500_59.fit,2024-06-10 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/ALASKA-ANCHORAGE_20240610_184500_01.fit.gz,train,190.0,3600.0
113,113,6960,6960,7313,FITfiles/2024-09-10/UMICH_20240910_143000_59.fit,2024-09-10 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/ALASKA-ANCHORAGE_20240910_183000_01.fit.gz,valid,190.0,3600.0
114,114,2749,2749,1994,FITfiles/2024-06-03/UMICH_20240603_164500_59.fit,2024-06-03 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/03/ALASKA-ANCHORAGE_20240603_204500_01.fit.gz,train,190.0,3600.0
115,115,4871,4871,3464,FITfiles/2024-07-16/Beelink1_20240716_191500_59.fit,2024-07-16 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_231500_01.fit.gz,valid,190.0,3600.0
116,116,3131,3131,1755,FITfiles/2024-06-10/UMICH_20240610_105959_59.fit,2024-06-10 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/ALASKA-COHOE_20240610_150000_63.fit.gz,test,190.0,3600.0
117,117,7044,7044,1504,FITfiles/2024-09-13/UMICH_20240913_181500_59.fit,2024-09-13 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/13/ALASKA-ANCHORAGE_20240913_221500_01.fit.gz,train,190.0,3593.0
118,118,6504,6504,9303,FITfiles/2024-09-02/UMICH_20240902_163000_59.fit,2024-09-02 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/02/ALASKA-ANCHORAGE_20240902_203000_01.fit.gz,test,190.0,3600.0
119,119,1881,1881,2256,FITfiles/2024-05-19/UMICH_20240519_163000_59.fit,2024-05-19 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/19/ALASKA-ANCHORAGE_20240519_203000_01.fit.gz,test,190.0,3600.0
120,120,5471,5471,2626,FITfiles/2024-07-27/Beelink1_20240727_080000_59.fit,2024-07-27 08:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/27/ALASKA-HAARP_20240727_120000_62.fit.gz,train,190.0,3600.0
122,122,8180,8180,7098,FITfiles/2024-10-03/UMICH_20241003_170000_59.fit,2024-10-03 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-ANCHORAGE_20241003_210000_01.fit.gz,test,190.0,3600.0
124,124,2973,2973,7210,FITfiles/2024-06-07/UMICH_20240607_144500_59.fit,2024-06-07 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/07/ALASKA-ANCHORAGE_20240607_184500_01.fit.gz,train,190.0,3600.0
126,126,2505,2505,3690,FITfiles/2024-05-30/UMICH_20240530_124500_59.fit,2024-05-30 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/30/ALASKA-ANCHORAGE_20240530_164500_01.fit.gz,test,190.0,3600.0
128,128,3537,3537,6990,FITfiles/2024-06-17/UMICH_20240617_105959_59.fit,2024-06-17 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-COHOE_20240617_150000_62.fit.gz,train,190.0,3600.0
129,129,1561,1561,7737,FITfiles/2024-04-28/Beelink1_20240428_134500_59.fit,2024-04-28 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/ALASKA-ANCHORAGE_20240428_174500_01.fit.gz,train,190.0,3600.0
130,130,9395,9395,836,FITfiles/2024-11-07/Beelink1_20241107_104500_59.fit,2024-11-07 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/07/ALASKA-COHOE_20241107_154500_62.fit.gz,test,190.0,3600.0
131,131,3536,3536,6984,FITfiles/2024-06-17/UMICH_20240617_104459_59.fit,2024-06-17 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-COHOE_20240617_144500_62.fit.gz,test,190.0,3600.0
132,132,8451,8451,1004,FITfiles/2024-10-08/UMICH_20241008_121500_59.fit,2024-10-08 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/08/ALASKA-ANCHORAGE_20241008_161500_01.fit.gz,test,190.0,3590.0
133,133,3982,3982,4004,FITfiles/2024-06-24/UMICH_20240624_203000_59.fit,2024-06-24 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/25/ALASKA-ANCHORAGE_20240625_003000_01.fit.gz,test,190.0,3600.0
134,134,252,252,5581,FITfiles/2024-03-16/Beelink1_20240316_174500_59.fit,2024-03-16 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/16/ALASKA-HAARP_20240316_214500_62.fit.gz,test,190.0,3600.0
135,135,318,318,3240,FITfiles/2024-03-30/Beelink1_20240330_151500_59.fit,2024-03-30 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/30/ALASKA-HAARP_20240330_191500_63.fit.gz,test,190.0,3600.0
136,136,2586,2586,3619,FITfiles/2024-06-01/UMICH_20240601_091500_59.fit,2024-06-01 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/01/ALASKA-COHOE_20240601_131500_62.fit.gz,test,190.0,3600.0
137,137,489,489,3043,FITfiles/2024-04-07/Beelink1_20240407_120000_59.fit,2024-04-07 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/07/ALASKA-COHOE_20240407_160000_62.fit.gz,test,190.0,3600.0
139,139,2675,2675,7158,FITfiles/2024-06-02/UMICH_20240602_124500_59.fit,2024-06-02 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-ANCHORAGE_20240602_164500_01.fit.gz,test,190.0,3600.0
140,140,2452,2452,4088,FITfiles/2024-05-29/UMICH_20240529_140000_59.fit,2024-05-29 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/29/ALASKA-ANCHORAGE_20240529_180000_01.fit.gz,test,190.0,3600.0
141,141,8291,8291,5186,FITfiles/2024-10-05/UMICH_20241005_154500_59.fit,2024-10-05 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_194500_01.fit.gz,test,190.0,3600.0
145,145,7706,7706,6913,FITfiles/2024-09-25/UMICH_20240925_143000_59.fit,2024-09-25 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/25/ALASKA-ANCHORAGE_20240925_183000_01.fit.gz,valid,190.0,3600.0
149,149,5316,5316,6119,FITfiles/2024-07-24/Beelink1_20240724_124500_59.fit,2024-07-24 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/24/ALASKA-ANCHORAGE_20240724_164500_01.fit.gz,train,190.0,3600.0
150,150,4696,4696,4756,FITfiles/2024-07-13/Beelink1_20240713_190000_59.fit,2024-07-13 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/13/ALASKA-ANCHORAGE_20240713_230000_01.fit.gz,valid,190.0,3600.0
152,152,6056,6056,4229,FITfiles/2024-08-06/Beelink1_20240806_091500_59.fit,2024-08-06 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/06/ALASKA-ANCHORAGE_20240806_131500_01.fit.gz,test,190.0,3600.0
153,153,1994,1994,3330,FITfiles/2024-05-21/UMICH_20240521_154500_59.fit,2024-05-21 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/21/ALASKA-ANCHORAGE_20240521_194500_01.fit.gz,train,190.0,3600.0
154,154,4945,4945,5185,FITfiles/2024-07-18/Beelink1_20240718_084500_59.fit,2024-07-18 08:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/18/ALASKA-ANCHORAGE_20240718_124500_01.fit.gz,test,190.0,3600.0
155,155,8603,8603,1288,FITfiles/2024-10-24/Beelink1_20241024_154500_59.fit,2024-10-24 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/24/ALASKA-ANCHORAGE_20241024_194500_01.fit.gz,train,190.0,3600.0
159,159,5081,5081,7613,FITfiles/2024-07-20/Beelink1_20240720_134500_59.fit,2024-07-20 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/20/ALASKA-ANCHORAGE_20240720_174500_01.fit.gz,test,190.0,3600.0
160,160,6879,6879,3989,FITfiles/2024-09-09/UMICH_20240909_084500_59.fit,2024-09-09 08:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/09/ALASKA-ANCHORAGE_20240909_124500_01.fit.gz,test,190.0,3600.0
161,161,4854,4854,3488,FITfiles/2024-07-16/Beelink1_20240716_150000_59.fit,2024-07-16 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_190000_01.fit.gz,valid,190.0,3600.0
163,163,4245,4245,2426,FITfiles/2024-06-29/UMICH_20240629_134500_59.fit,2024-06-29 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/29/ALASKA-ANCHORAGE_20240629_174500_01.fit.gz,test,190.0,3600.0
164,164,3576,3576,6981,FITfiles/2024-06-17/UMICH_20240617_204500_59.fit,2024-06-17 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/18/ALASKA-ANCHORAGE_20240618_004500_01.fit.gz,test,190.0,3590.0
166,166,2301,2301,7958,FITfiles/2024-05-26/UMICH_20240526_200000_59.fit,2024-05-26 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/27/ALASKA-ANCHORAGE_20240527_000000_01.fit.gz,train,190.0,3600.0
