,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
112,112,3146,3146,1737,FITfiles/2024-06-10/UMICH_20240610_144500_59.fit,2024-06-10 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/ALASKA-ANCHORAGE_20240610_184500_01.fit.gz,test,190.0,3600.0
113,113,6960,6960,7313,FITfiles/2024-09-10/UMICH_20240910_143000_59.fit,2024-09-10 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/ALASKA-ANCHORAGE_20240910_183000_01.fit.gz,valid,190.0,3600.0
114,114,2749,2749,1994,FITfiles/2024-06-03/UMICH_20240603_164500_59.fit,2024-06-03 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/03/ALASKA-ANCHORAGE_20240603_204500_01.fit.gz,test,190.0,3600.0
115,115,4871,4871,3464,FITfiles/2024-07-16/Beelink1_20240716_191500_59.fit,2024-07-16 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_231500_01.fit.gz,valid,190.0,3600.0
116,116,3131,3131,1755,FITfiles/2024-06-10/UMICH_20240610_105959_59.fit,2024-06-10 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/ALASKA-COHOE_20240610_150000_63.fit.gz,train,190.0,3600.0
117,117,7044,7044,1504,FITfiles/2024-09-13/UMICH_20240913_181500_59.fit,2024-09-13 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/13/ALASKA-ANCHORAGE_20240913_221500_01.fit.gz,test,190.0,3593.0
118,118,6504,6504,9303,FITfiles/2024-09-02/UMICH_20240902_163000_59.fit,2024-09-02 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/02/ALASKA-ANCHORAGE_20240902_203000_01.fit.gz,train,190.0,3600.0
119,119,1881,1881,2256,FITfiles/2024-05-19/UMICH_20240519_163000_59.fit,2024-05-19 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/19/ALASKA-ANCHORAGE_20240519_203000_01.fit.gz,train,190.0,3600.0
120,120,5471,5471,2626,FITfiles/2024-07-27/Beelink1_20240727_080000_59.fit,2024-07-27 08:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/27/ALASKA-HAARP_20240727_120000_62.fit.gz,test,190.0,3600.0
122,122,8180,8180,7098,FITfiles/2024-10-03/UMICH_20241003_170000_59.fit,2024-10-03 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-ANCHORAGE_20241003_210000_01.fit.gz,train,190.0,3600.0
124,124,2973,2973,7210,FITfiles/2024-06-07/UMICH_20240607_144500_59.fit,2024-06-07 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/07/ALASKA-ANCHORAGE_20240607_184500_01.fit.gz,test,190.0,3600.0
126,126,2505,2505,3690,FITfiles/2024-05-30/UMICH_20240530_124500_59.fit,2024-05-30 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/30/ALASKA-ANCHORAGE_20240530_164500_01.fit.gz,train,190.0,3600.0
128,128,3537,3537,6990,FITfiles/2024-06-17/UMICH_20240617_105959_59.fit,2024-06-17 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-COHOE_20240617_150000_62.fit.gz,test,190.0,3600.0
129,129,1561,1561,7737,FITfiles/2024-04-28/Beelink1_20240428_134500_59.fit,2024-04-28 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/ALASKA-ANCHORAGE_20240428_174500_01.fit.gz,test,190.0,3600.0
130,130,9395,9395,836,FITfiles/2024-11-07/Beelink1_20241107_104500_59.fit,2024-11-07 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/07/ALASKA-COHOE_20241107_154500_62.fit.gz,train,190.0,3600.0
131,131,3536,3536,6984,FITfiles/2024-06-17/UMICH_20240617_104459_59.fit,2024-06-17 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-COHOE_20240617_144500_62.fit.gz,train,190.0,3600.0
132,132,8451,8451,1004,FITfiles/2024-10-08/UMICH_20241008_121500_59.fit,2024-10-08 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/08/ALASKA-ANCHORAGE_20241008_161500_01.fit.gz,train,190.0,3590.0
133,133,3982,3982,4004,FITfiles/2024-06-24/UMICH_20240624_203000_59.fit,2024-06-24 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/25/ALASKA-ANCHORAGE_20240625_003000_01.fit.gz,train,190.0,3600.0
134,134,252,252,5581,FITfiles/2024-03-16/Beelink1_20240316_174500_59.fit,2024-03-16 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/16/ALASKA-HAARP_20240316_214500_62.fit.gz,train,190.0,3600.0
135,135,318,318,3240,FITfiles/2024-03-30/Beelink1_20240330_151500_59.fit,2024-03-30 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/30/ALASKA-HAARP_20240330_191500_63.fit.gz,train,190.0,3600.0
136,136,2586,2586,3619,FITfiles/2024-06-01/UMICH_20240601_091500_59.fit,2024-06-01 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/01/ALASKA-COHOE_20240601_131500_62.fit.gz,train,190.0,3600.0
137,137,489,489,3043,FITfiles/2024-04-07/Beelink1_20240407_120000_59.fit,2024-04-07 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/07/ALASKA-COHOE_20240407_160000_62.fit.gz,train,190.0,3600.0
139,139,2675,2675,7158,FITfiles/2024-06-02/UMICH_20240602_124500_59.fit,2024-06-02 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-ANCHORAGE_20240602_164500_01.fit.gz,train,190.0,3600.0
140,140,2452,2452,4088,FITfiles/2024-05-29/UMICH_20240529_140000_59.fit,2024-05-29 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/29/ALASKA-ANCHORAGE_20240529_180000_01.fit.gz,train,190.0,3600.0
141,141,8291,8291,5186,FITfiles/2024-10-05/UMICH_20241005_154500_59.fit,2024-10-05 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_194500_01.fit.gz,train,190.0,3600.0
145,145,7706,7706,6913,FITfiles/2024-09-25/UMICH_20240925_143000_59.fit,2024-09-25 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/25/ALASKA-ANCHORAGE_20240925_183000_01.fit.gz,valid,190.0,3600.0
149,149,5316,5316,6119,FITfiles/2024-07-24/Beelink1_20240724_124500_59.fit,2024-07-24 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/24/ALASKA-ANCHORAGE_20240724_164500_01.fit.gz,test,190.0,3600.0
150,150,4696,4696,4756,FITfiles/2024-07-13/Beelink1_20240713_190000_59.fit,2024-07-13 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/13/ALASKA-ANCHORAGE_20240713_230000_01.fit.gz,valid,190.0,3600.0
152,152,6056,6056,4229,FITfiles/2024-08-06/Beelink1_20240806_091500_59.fit,2024-08-06 09:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/06/ALASKA-ANCHORAGE_20240806_131500_01.fit.gz,train,190.0,3600.0
153,153,1994,1994,3330,FITfiles/2024-05-21/UMICH_20240521_154500_59.fit,2024-05-21 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/21/ALASKA-ANCHORAGE_20240521_194500_01.fit.gz,test,190.0,3600.0
154,154,4945,4945,5185,FITfiles/2024-07-18/Beelink1_20240718_084500_59.fit,2024-07-18 08:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/18/ALASKA-ANCHORAGE_20240718_124500_01.fit.gz,train,190.0,3600.0
155,155,8603,8603,1288,FITfiles/2024-10-24/Beelink1_20241024_154500_59.fit,2024-10-24 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/24/ALASKA-ANCHORAGE_20241024_194500_01.fit.gz,test,190.0,3600.0
159,159,5081,5081,7613,FITfiles/2024-07-20/Beelink1_20240720_134500_59.fit,2024-07-20 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/20/ALASKA-ANCHORAGE_20240720_174500_01.fit.gz,train,190.0,3600.0
160,160,6879,6879,3989,FITfiles/2024-09-09/UMICH_20240909_084500_59.fit,2024-09-09 08:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/09/ALASKA-ANCHORAGE_20240909_124500_01.fit.gz,train,190.0,3600.0
161,161,4854,4854,3488,FITfiles/2024-07-16/Beelink1_20240716_150000_59.fit,2024-07-16 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_190000_01.fit.gz,valid,190.0,3600.0
163,163,4245,4245,2426,FITfiles/2024-06-29/UMICH_20240629_134500_59.fit,2024-06-29 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/29/ALASKA-ANCHORAGE_20240629_174500_01.fit.gz,train,190.0,3600.0
164,164,3576,3576,6981,FITfiles/2024-06-17/UMICH_20240617_204500_59.fit,2024-06-17 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/18/ALASKA-ANCHORAGE_20240618_004500_01.fit.gz,train,190.0,3590.0
166,166,2301,2301,7958,FITfiles/2024-05-26/UMICH_20240526_200000_59.fit,2024-05-26 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/27/ALASKA-ANCHORAGE_20240527_000000_01.fit.gz,test,190.0,3600.0
167,167,8397,8397,734,FITfiles/2024-10-07/UMICH_20241007_131500_59.fit,2024-10-07 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/07/ALASKA-COHOE_20241007_171500_62.fit.gz,train,190.0,3600.0
168,168,9721,9721,1424,FITfiles/2024-11-12/Beelink1_20241112_204500_59.fit,2024-11-12 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/13/ALASKA-ANCHORAGE_20241113_014500_01.fit.gz,test,190.0,3590.0
169,169,3776,3776,2153,FITfiles/2024-06-21/UMICH_20240621_123000_59.fit,2024-06-21 12:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/21/ALASKA-ANCHORAGE_20240621_163000_01.fit.gz,train,190.0,3600.0
170,170,8137,8137,7311,FITfiles/2024-10-02/UMICH_20241002_204500_59.fit,2024-10-02 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/ALASKA-ANCHORAGE_20241003_004500_01.fit.gz,train,190.0,3590.0
171,171,6096,6096,4196,FITfiles/2024-08-06/Beelink1_20240806_191500_59.fit,2024-08-06 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/06/ALASKA-ANCHORAGE_20240806_231500_01.fit.gz,valid,190.0,3600.0
172,172,4017,4017,4633,FITfiles/2024-06-25/UMICH_20240625_144500_59.fit,2024-06-25 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/25/ALASKA-ANCHORAGE_20240625_184500_01.fit.gz,train,190.0,3600.0
173,173,1690,1690,6822,FITfiles/2024-04-30/Beelink1_20240430_170000_59.fit,2024-04-30 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/30/ALASKA-ANCHORAGE_20240430_210000_01.fit.gz,test,190.0,3600.0
174,174,39,39,2388,FITfiles/2024-03-09/Beelink1_20240309_140300_01.fit,2024-03-09 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_190000_01.fit.gz,train,190.0,3600.0
175,175,4774,4774,5023,FITfiles/2024-07-15/Beelink1_20240715_093000_59.fit,2024-07-15 09:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/ALASKA-ANCHORAGE_20240715_133000_01.fit.gz,valid,190.0,3600.0
176,176,6771,6771,9051,FITfiles/2024-09-07/UMICH_20240907_104500_59.fit,2024-09-07 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/07/ALASKA-ANCHORAGE_20240907_144500_01.fit.gz,train,190.0,3600.0
177,177,3,3,7225,FITfiles/2024-01-20/Beelink1_20240120_130800_01.fit,2024-01-20 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_181500_01.fit.gz,valid,190.0,1807.0
178,178,8122,8122,7289,FITfiles/2024-10-02/UMICH_20241002_170000_59.fit,2024-10-02 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/02/ALASKA-ANCHORAGE_20241002_210000_01.fit.gz,train,190.0,3600.0
179,179,9434,9434,936,FITfiles/2024-11-07/Beelink1_20241107_203000_59.fit,2024-11-07 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/08/ALASKA-ANCHORAGE_20241108_013000_01.fit.gz,train,190.0,3600.0
180,180,4377,4377,8157,FITfiles/2024-07-02/Beelink1_20240702_123000_59.fit,2024-07-02 12:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/ALASKA-ANCHORAGE_20240702_163000_01.fit.gz,train,190.0,3600.0
181,181,323,323,3248,FITfiles/2024-03-30/Beelink1_20240330_163000_59.fit,2024-03-30 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/30/ALASKA-HAARP_20240330_203000_63.fit.gz,train,190.0,3600.0
184,184,3269,3269,8882,FITfiles/2024-06-12/UMICH_20240612_163000_59.fit,2024-06-12 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/12/ALASKA-ANCHORAGE_20240612_203000_01.fit.gz,train,190.0,3600.0
185,185,8044,8044,7370,FITfiles/2024-10-01/UMICH_20241001_120000_59.fit,2024-10-01 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/01/ALASKA-ANCHORAGE_20241001_160000_01.fit.gz,test,190.0,3600.0
186,186,1343,1343,5969,FITfiles/2024-04-24/Beelink1_20240424_171500_59.fit,2024-04-24 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/24/ALASKA-ANCHORAGE_20240424_211500_01.fit.gz,train,190.0,3600.0
187,187,3479,3479,5485,FITfiles/2024-06-16/UMICH_20240616_105959_59.fit,2024-06-16 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/16/ALASKA-COHOE_20240616_150000_62.fit.gz,test,190.0,3600.0
188,188,1793,1793,1860,FITfiles/2024-05-15/Beelink1_20240515_153000_59.fit,2024-05-15 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/15/ALASKA-ANCHORAGE_20240515_193000_01.fit.gz,valid,190.0,3600.0
189,189,5403,5403,6509,FITfiles/2024-07-25/Beelink1_20240725_200000_59.fit,2024-07-25 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/26/ALASKA-ANCHORAGE_20240726_000000_01.fit.gz,train,190.0,3600.0
191,191,6908,6908,3004,FITfiles/2024-09-09/UMICH_20240909_160000_59.fit,2024-09-09 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/09/ALASKA-ANCHORAGE_20240909_200000_01.fit.gz,train,190.0,3600.0
192,192,6602,6602,8873,FITfiles/2024-09-04/UMICH_20240904_115959_59.fit,2024-09-04 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/04/ALASKA-ANCHORAGE_20240904_160000_01.fit.gz,train,190.0,3600.0
194,194,4833,4833,3510,FITfiles/2024-07-16/Beelink1_20240716_094500_59.fit,2024-07-16 09:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/16/ALASKA-ANCHORAGE_20240716_134500_01.fit.gz,train,190.0,3600.0
195,195,3568,3568,6954,FITfiles/2024-06-17/UMICH_20240617_184500_59.fit,2024-06-17 18:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-ANCHORAGE_20240617_224500_01.fit.gz,train,190.0,3600.0
196,196,5059,5059,7867,FITfiles/2024-07-20/Beelink1_20240720_081500_59.fit,2024-07-20 08:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/20/ALASKA-HAARP_20240720_121500_62.fit.gz,train,190.0,3593.0
198,198,1584,1584,7704,FITfiles/2024-04-28/Beelink1_20240428_193000_59.fit,2024-04-28 19:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/ALASKA-ANCHORAGE_20240428_233000_01.fit.gz,train,190.0,3600.0
200,200,6500,6500,9311,FITfiles/2024-09-02/UMICH_20240902_153000_59.fit,2024-09-02 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/02/ALASKA-ANCHORAGE_20240902_193000_01.fit.gz,train,190.0,3600.0
202,202,6627,6627,8528,FITfiles/2024-09-04/UMICH_20240904_181500_59.fit,2024-09-04 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/04/ALASKA-ANCHORAGE_20240904_221500_01.fit.gz,test,190.0,3592.0
203,203,763,763,8476,FITfiles/2024-04-14/Beelink1_20240414_171500_59.fit,2024-04-14 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/14/ALASKA-ANCHORAGE_20240414_211500_01.fit.gz,test,190.0,3600.0
205,205,9110,9110,479,FITfiles/2024-11-02/Beelink1_20241102_120000_59.fit,2024-11-02 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/02/ALASKA-ANCHORAGE_20241102_160000_01.fit.gz,train,190.0,3600.0
206,206,1674,1674,6800,FITfiles/2024-04-30/Beelink1_20240430_130000_59.fit,2024-04-30 13:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/30/ALASKA-ANCHORAGE_20240430_170000_01.fit.gz,valid,190.0,3600.0
207,207,4231,4231,2449,FITfiles/2024-06-29/UMICH_20240629_101500_59.fit,2024-06-29 10:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/29/ALASKA-ANCHORAGE_20240629_141500_01.fit.gz,valid,190.0,3600.0
208,208,2993,2993,7203,FITfiles/2024-06-07/UMICH_20240607_200000_59.fit,2024-06-07 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/08/ALASKA-ANCHORAGE_20240608_000000_01.fit.gz,train,190.0,3600.0
209,209,7437,7437,1118,FITfiles/2024-09-20/UMICH_20240920_150000_59.fit,2024-09-20 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/20/ALASKA-ANCHORAGE_20240920_190000_01.fit.gz,train,190.0,3600.0
210,210,3549,3549,6971,FITfiles/2024-06-17/UMICH_20240617_140000_59.fit,2024-06-17 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/17/ALASKA-ANCHORAGE_20240617_180000_01.fit.gz,train,190.0,3600.0
211,211,1816,1816,4310,FITfiles/2024-05-18/UMICH_20240518_144500_59.fit,2024-05-18 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/18/ALASKA-ANCHORAGE_20240518_184500_01.fit.gz,train,190.0,3600.0
212,212,2597,2597,3604,FITfiles/2024-06-01/UMICH_20240601_115959_59.fit,2024-06-01 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/01/ALASKA-ANCHORAGE_20240601_160000_01.fit.gz,test,190.0,3600.0
213,213,7054,7054,1477,FITfiles/2024-09-13/UMICH_20240913_204500_59.fit,2024-09-13 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/14/ALASKA-ANCHORAGE_20240914_004500_01.fit.gz,test,190.0,3591.0
215,215,6233,6233,7900,FITfiles/2024-08-09/Beelink1_20240809_100000_59.fit,2024-08-09 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/09/ALASKA-ANCHORAGE_20240809_140000_01.fit.gz,train,190.0,3600.0
216,216,911,911,7784,FITfiles/2024-04-17/Beelink1_20240417_104500_59.fit,2024-04-17 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/17/ALASKA-HAARP_20240417_144500_62.fit.gz,train,190.0,3600.0
218,218,8251,8251,8312,FITfiles/2024-10-04/UMICH_20241004_201500_59.fit,2024-10-04 20:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/05/ALASKA-ANCHORAGE_20241005_001500_01.fit.gz,valid,190.0,3590.0
219,219,6515,6515,9279,FITfiles/2024-09-02/UMICH_20240902_191500_59.fit,2024-09-02 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/02/ALASKA-ANCHORAGE_20240902_231500_01.fit.gz,train,190.0,3600.0
220,220,6183,6183,4980,FITfiles/2024-08-08/Beelink1_20240808_115959_59.fit,2024-08-08 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/08/ALASKA-ANCHORAGE_20240808_160000_01.fit.gz,train,190.0,3600.0
221,221,4114,4114,7586,FITfiles/2024-06-27/UMICH_20240627_100000_59.fit,2024-06-27 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/27/ALASKA-ANCHORAGE_20240627_140000_01.fit.gz,train,190.0,3600.0
222,222,1121,1121,8350,FITfiles/2024-04-20/Beelink1_20240420_194500_59.fit,2024-04-20 19:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/20/ALASKA-ANCHORAGE_20240420_234500_01.fit.gz,train,190.0,3600.0
223,223,1774,1774,1881,FITfiles/2024-05-15/Beelink1_20240515_104500_59.fit,2024-05-15 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/15/ALASKA-COHOE_20240515_144500_62.fit.gz,train,190.0,3600.0
225,225,8585,8585,1219,FITfiles/2024-10-24/Beelink1_20241024_111500_59.fit,2024-10-24 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/24/ALASKA-COHOE_20241024_151500_62.fit.gz,train,190.0,3600.0
226,226,5486,5486,2611,FITfiles/2024-07-27/Beelink1_20240727_114459_59.fit,2024-07-27 11:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/27/ALASKA-ANCHORAGE_20240727_154500_01.fit.gz,valid,190.0,3600.0
227,227,2691,2691,7149,FITfiles/2024-06-02/UMICH_20240602_164500_59.fit,2024-06-02 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/ALASKA-ANCHORAGE_20240602_204500_01.fit.gz,train,190.0,3600.0
228,228,6259,6259,7871,FITfiles/2024-08-09/Beelink1_20240809_163000_59.fit,2024-08-09 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/09/ALASKA-ANCHORAGE_20240809_203000_01.fit.gz,train,190.0,3600.0
229,229,1441,1441,6590,FITfiles/2024-04-26/Beelink1_20240426_124500_59.fit,2024-04-26 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/26/ALASKA-ANCHORAGE_20240426_164500_01.fit.gz,train,190.0,3600.0
230,230,7428,7428,1143,FITfiles/2024-09-20/UMICH_20240920_124500_59.fit,2024-09-20 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/20/ALASKA-ANCHORAGE_20240920_164500_01.fit.gz,train,190.0,3600.0
231,231,5287,5287,8599,FITfiles/2024-07-23/Beelink1_20240723_200000_59.fit,2024-07-23 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/24/ALASKA-ANCHORAGE_20240724_000000_01.fit.gz,train,190.0,3600.0
232,232,4378,4378,8175,FITfiles/2024-07-02/Beelink1_20240702_124500_59.fit,2024-07-02 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/ALASKA-ANCHORAGE_20240702_164500_01.fit.gz,train,190.0,3600.0
233,233,670,670,4811,FITfiles/2024-04-10/Beelink1_20240410_134500_59.fit,2024-04-10 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/10/ALASKA-ANCHORAGE_20240410_174500_01.fit.gz,test,190.0,3600.0
