,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,initial_mse,link,split,spectrogram_f,spectrogram_t
284,284,9104,450,FITfiles/2024-11-02/Beelink1_20241102_103000_59.fit,2024-11-02 10:30:00,0,0,35642.05078125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/02/USA-BOSTON_20241102_143000_63.fit.gz,train,190.0,3600.0
285,285,4631,5724,FITfiles/2024-07-06/Beelink1_20240706_180000_59.fit,2024-07-06 18:00:00,0,0,10012.3818359375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/USA-BOSTON_20240706_220000_63.fit.gz,train,190.0,3600.0
286,286,9044,111,FITfiles/2024-11-01/Beelink1_20241101_100000_59.fit,2024-11-01 10:00:00,0,0,36378.7890625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/01/USA-BOSTON_20241101_140000_63.fit.gz,train,190.0,3600.0
287,287,7507,1494,FITfiles/2024-09-21/UMICH_20240921_180000_59.fit,2024-09-21 18:00:00,0,0,10468.2900390625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/21/GREENLAND_20240921_220000_63.fit.gz,test,190.0,3600.0
288,288,4916,5899,FITfiles/2024-07-17/Beelink1_20240717_160000_59.fit,2024-07-17 16:00:00,0,0,9970.9404296875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/MEXICO-LANCE-B_20240717_200000_62.fit.gz,valid,190.0,3600.0
289,289,7462,1602,FITfiles/2024-09-21/UMICH_20240921_064500_59.fit,2024-09-21 06:45:00,0,0,13703.5185546875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/21/USA-BOSTON_20240921_104500_63.fit.gz,test,190.0,3600.0
290,290,5881,4789,FITfiles/2024-08-03/Beelink1_20240803_090000_59.fit,2024-08-03 09:00:00,0,0,10086.9033203125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/MEXICO-LANCE-B_20240803_130000_62.fit.gz,train,190.0,3600.0
291,291,1364,6310,FITfiles/2024-04-25/Beelink1_20240425_080000_59.fit,2024-04-25 08:00:00,0,0,23156.205078125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/25/MEXICO-LANCE-B_20240425_120000_62.fit.gz,train,190.0,3600.0
292,292,588,5559,FITfiles/2024-04-09/Beelink1_20240409_074500_59.fit,2024-04-09 07:45:00,0,0,23888.318359375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/09/USA-BOSTON_20240409_114500_63.fit.gz,train,190.0,3600.0
293,293,5662,3893,FITfiles/2024-07-30/Beelink1_20240730_121459_59.fit,2024-07-30 12:14:59,0,0,10014.326171875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/30/MEXICO-LANCE-B_20240730_161459_62.fit.gz,test,190.0,3595.0
294,294,9558,613,FITfiles/2024-11-10/Beelink1_20241110_080000_59.fit,2024-11-10 08:00:00,0,0,36626.73828125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/10/USA-BOSTON_20241110_130000_01.fit.gz,train,190.0,3600.0
295,295,4912,5919,FITfiles/2024-07-17/Beelink1_20240717_150000_59.fit,2024-07-17 15:00:00,0,0,9994.759765625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/MEXICO-LANCE-B_20240717_190000_62.fit.gz,test,190.0,3600.0
296,296,3779,2148,FITfiles/2024-06-21/UMICH_20240621_131500_59.fit,2024-06-21 13:15:00,0,0,10386.69140625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/21/MEXART_20240621_171500_59.fit.gz,test,190.0,3600.0
297,297,14,4469,FITfiles/2024-01-21/Beelink1_20240121_180100_01.fit,2024-01-21 18:01:00,0,0,21511.35546875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-HAARP_20240121_230000_63.fit.gz,train,190.0,298.0
298,298,1610,5936,FITfiles/2024-04-29/Beelink1_20240429_113000_59.fit,2024-04-29 11:30:00,0,0,21931.65234375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/29/USA-BOSTON_20240429_153000_01.fit.gz,valid,190.0,3600.0
299,299,5385,6533,FITfiles/2024-07-25/Beelink1_20240725_153000_59.fit,2024-07-25 15:30:00,0,0,9945.3359375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/25/MEXICO-LANCE-B_20240725_193000_62.fit.gz,train,190.0,3600.0
300,300,8936,9604,FITfiles/2024-10-30/Beelink1_20241030_120000_59.fit,2024-10-30 12:00:00,0,0,35943.296875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/30/USA-BOSTON_20241030_160000_63.fit.gz,valid,190.0,3600.0
301,301,4895,5920,FITfiles/2024-07-17/Beelink1_20240717_104500_59.fit,2024-07-17 10:45:00,0,0,10076.857421875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/MEXICO-LANCE-A_20240717_144500_63.fit.gz,train,190.0,3600.0
302,302,2456,4078,FITfiles/2024-05-29/UMICH_20240529_150000_59.fit,2024-05-29 15:00:00,0,0,10541.82421875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/29/MEXICO-LANCE-B_20240529_190000_62.fit.gz,test,190.0,3600.0
303,303,7676,6872,FITfiles/2024-09-25/UMICH_20240925_070000_59.fit,2024-09-25 07:00:00,0,0,34543.88671875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/25/USA-BOSTON_20240925_110000_63.fit.gz,valid,190.0,3600.0
304,304,7766,8807,FITfiles/2024-09-26/UMICH_20240926_150000_59.fit,2024-09-26 15:00:00,0,0,34490.37890625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/26/MEXICO-LANCE-B_20240926_190000_62.fit.gz,valid,190.0,3600.0
305,305,4554,2879,FITfiles/2024-07-05/Beelink1_20240705_131500_59.fit,2024-07-05 13:15:00,0,0,10126.2412109375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/05/USA-BOSTON_20240705_171500_01.fit.gz,train,190.0,3600.0
306,306,4520,6457,FITfiles/2024-07-04/Beelink1_20240704_191500_59.fit,2024-07-04 19:15:00,0,0,10107.8447265625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/04/MEXART_20240704_231500_59.fit.gz,valid,190.0,3600.0
307,307,8803,439,FITfiles/2024-10-28/Beelink1_20241028_074500_59.fit,2024-10-28 07:45:00,0,0,36692.625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/28/USA-BOSTON_20241028_114500_63.fit.gz,valid,190.0,3600.0
308,308,9505,260,FITfiles/2024-11-09/Beelink1_20241109_091500_59.fit,2024-11-09 09:15:00,0,0,36820.515625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/09/GREENLAND_20241109_141500_63.fit.gz,train,190.0,3600.0
309,309,5925,4764,FITfiles/2024-08-03/Beelink1_20240803_200000_59.fit,2024-08-03 20:00:00,0,0,10060.9931640625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/04/MEXART_20240804_000000_59.fit.gz,train,190.0,3600.0
310,310,7308,338,FITfiles/2024-09-18/UMICH_20240918_114459_59.fit,2024-09-18 11:44:59,0,0,10724.41796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/18/MEXICO-LANCE-B_20240918_154500_62.fit.gz,test,190.0,3600.0
311,311,5279,8602,FITfiles/2024-07-23/Beelink1_20240723_180000_59.fit,2024-07-23 18:00:00,0,0,9972.03125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/23/MEXICO-LANCE-A_20240723_220000_63.fit.gz,valid,190.0,3600.0
312,312,9348,9102,FITfiles/2024-11-06/Beelink1_20241106_133000_59.fit,2024-11-06 13:30:00,0,0,35697.47265625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/06/ALASKA-HAARP_20241106_183000_63.fit.gz,train,190.0,3600.0
313,313,3930,4043,FITfiles/2024-06-24/UMICH_20240624_073000_59.fit,2024-06-24 07:30:00,0,0,11119.2470703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/USA-BOSTON_20240624_113000_01.fit.gz,train,190.0,3600.0
314,314,485,3045,FITfiles/2024-04-07/Beelink1_20240407_110000_59.fit,2024-04-07 11:00:00,0,0,22314.857421875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/07/MEXART_20240407_150000_59.fit.gz,train,190.0,3600.0
315,315,7587,7336,FITfiles/2024-09-23/UMICH_20240923_134500_59.fit,2024-09-23 13:45:00,0,0,35082.96484375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/23/USA-BOSTON_20240923_174500_63.fit.gz,train,190.0,3600.0
316,316,6941,8468,FITfiles/2024-09-10/UMICH_20240910_094500_59.fit,2024-09-10 09:45:00,0,0,10116.990234375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/USA-BOSTON_20240910_134500_63.fit.gz,train,190.0,3600.0
317,317,3977,4011,FITfiles/2024-06-24/UMICH_20240624_191500_59.fit,2024-06-24 19:15:00,0,0,10574.36328125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/MEXART_20240624_231500_59.fit.gz,train,190.0,3600.0
318,318,4813,4983,FITfiles/2024-07-15/Beelink1_20240715_191500_59.fit,2024-07-15 19:15:00,0,0,10028.966796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/USA-BOSTON_20240715_231500_63.fit.gz,train,190.0,3600.0
319,319,9680,1289,FITfiles/2024-11-12/Beelink1_20241112_103000_59.fit,2024-11-12 10:30:00,0,0,34355.03125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/12/GREENLAND_20241112_153000_63.fit.gz,valid,190.0,3600.0
320,320,3463,5492,FITfiles/2024-06-16/UMICH_20240616_070000_59.fit,2024-06-16 07:00:00,0,0,11225.6083984375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/16/USA-BOSTON_20240616_110000_63.fit.gz,train,190.0,3600.0
321,321,5886,4343,FITfiles/2024-08-03/Beelink1_20240803_101500_59.fit,2024-08-03 10:15:00,0,0,10073.4423828125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/MEXICO-LANCE-B_20240803_141500_62.fit.gz,train,190.0,3600.0
322,322,1239,3353,FITfiles/2024-04-22/Beelink1_20240422_201500_59.fit,2024-04-22 20:15:00,0,0,22358.720703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/23/ALASKA-HAARP_20240423_001500_63.fit.gz,train,190.0,3590.0
323,323,1104,8328,FITfiles/2024-04-20/Beelink1_20240420_153000_59.fit,2024-04-20 15:30:00,0,0,22486.267578125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/20/MEXICO-LANCE-B_20240420_193000_62.fit.gz,train,190.0,3600.0
324,324,6959,7316,FITfiles/2024-09-10/UMICH_20240910_141500_59.fit,2024-09-10 14:15:00,0,0,10048.552734375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/USA-BOSTON_20240910_181500_63.fit.gz,train,190.0,3593.0
325,325,4610,5729,FITfiles/2024-07-06/Beelink1_20240706_124500_59.fit,2024-07-06 12:45:00,0,0,10116.3720703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/USA-BOSTON_20240706_164500_01.fit.gz,train,190.0,3600.0
326,326,1780,1875,FITfiles/2024-05-15/Beelink1_20240515_121459_59.fit,2024-05-15 12:14:59,0,0,10851.716796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/15/MEXICO-LANCE-B_20240515_161459_62.fit.gz,train,190.0,3594.0
327,327,7440,1089,FITfiles/2024-09-20/UMICH_20240920_154500_59.fit,2024-09-20 15:45:00,0,0,10621.8857421875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/20/MEXICO-LANCE-B_20240920_194500_62.fit.gz,test,190.0,3600.0
328,328,4623,5728,FITfiles/2024-07-06/Beelink1_20240706_160000_59.fit,2024-07-06 16:00:00,0,0,9993.8779296875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/MEXICO-LANCE-B_20240706_200000_62.fit.gz,train,190.0,3600.0
329,329,5967,2911,FITfiles/2024-08-04/Beelink1_20240804_160000_59.fit,2024-08-04 16:00:00,0,0,9932.947265625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/04/MEXICO-LANCE-B_20240804_200000_62.fit.gz,valid,190.0,3600.0
330,330,5597,6703,FITfiles/2024-07-29/Beelink1_20240729_103000_59.fit,2024-07-29 10:30:00,0,0,10041.830078125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/29/MEXART_20240729_143000_59.fit.gz,train,190.0,3600.0
331,331,4071,2798,FITfiles/2024-06-26/UMICH_20240626_134500_59.fit,2024-06-26 13:45:00,0,0,10758.6806640625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/26/MEXART_20240626_174500_59.fit.gz,valid,190.0,3600.0
332,332,1855,2275,FITfiles/2024-05-19/UMICH_20240519_100000_59.fit,2024-05-19 10:00:00,0,0,10848.0048828125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/19/USA-BOSTON_20240519_140000_63.fit.gz,train,190.0,3600.0
333,333,2898,4930,FITfiles/2024-06-06/UMICH_20240606_102959_59.fit,2024-06-06 10:29:59,0,0,10816.87109375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/06/MEXICO-LANCE-B_20240606_142959_62.fit.gz,test,190.0,3600.0
334,334,3116,1784,FITfiles/2024-06-10/UMICH_20240610_071500_59.fit,2024-06-10 07:15:00,0,0,10882.6015625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/USA-BOSTON_20240610_111500_01.fit.gz,valid,190.0,3600.0
335,335,7169,1613,FITfiles/2024-09-15/UMICH_20240915_203000_59.fit,2024-09-15 20:30:00,0,0,11179.072265625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/16/MEXART_20240916_003000_59.fit.gz,valid,190.0,3600.0
336,336,29,2395,FITfiles/2024-03-09/Beelink1_20240309_122000_01.fit,2024-03-09 12:20:00,0,0,13601.7646484375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/MEXART_20240309_171500_59.fit.gz,valid,190.0,271.0
337,337,3730,3438,FITfiles/2024-06-20/UMICH_20240620_153000_59.fit,2024-06-20 15:30:00,0,0,10333.609375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/20/MEXICO-LANCE-A_20240620_193000_63.fit.gz,valid,190.0,3600.0
338,338,8143,7080,FITfiles/2024-10-03/UMICH_20241003_074500_59.fit,2024-10-03 07:45:00,0,0,36246.69140625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/03/GREENLAND_20241003_114500_63.fit.gz,valid,190.0,3600.0
339,339,4787,5015,FITfiles/2024-07-15/Beelink1_20240715_124500_59.fit,2024-07-15 12:45:00,0,0,10032.6591796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/ALASKA-HAARP_20240715_164500_63.fit.gz,train,190.0,3600.0
340,340,8749,9661,FITfiles/2024-10-27/Beelink1_20241027_084500_59.fit,2024-10-27 08:45:00,0,0,36447.44921875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/27/USA-BOSTON_20241027_124500_63.fit.gz,valid,190.0,3600.0
341,341,4493,6474,FITfiles/2024-07-04/Beelink1_20240704_123000_59.fit,2024-07-04 12:30:00,0,0,10076.513671875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/04/USA-BOSTON_20240704_163000_01.fit.gz,valid,190.0,3600.0
342,342,80,3753,FITfiles/2024-03-10/Beelink1_20240310_094500_59.fit,2024-03-10 09:45:00,0,0,11826.927734375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/MEXICO-LANCE-B_20240310_134500_62.fit.gz,valid,190.0,3600.0
343,343,1200,3410,FITfiles/2024-04-22/Beelink1_20240422_103000_59.fit,2024-04-22 10:30:00,0,0,22321.083984375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/22/USA-BOSTON_20240422_143000_63.fit.gz,test,190.0,3600.0
344,344,3786,2154,FITfiles/2024-06-21/UMICH_20240621_150000_59.fit,2024-06-21 15:00:00,0,0,10293.4169921875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/21/MEXICO-LANCE-A_20240621_190000_63.fit.gz,valid,190.0,3600.0
345,345,797,4432,FITfiles/2024-04-15/Beelink1_20240415_111500_59.fit,2024-04-15 11:15:00,0,0,22278.8984375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/15/ALASKA-HAARP_20240415_151500_63.fit.gz,train,190.0,3600.0
346,346,9517,278,FITfiles/2024-11-09/Beelink1_20241109_121500_59.fit,2024-11-09 12:15:00,0,0,37165.9140625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/09/GREENLAND_20241109_171500_63.fit.gz,train,190.0,3590.0
347,347,106,3721,FITfiles/2024-03-10/Beelink1_20240310_160000_59.fit,2024-03-10 16:00:00,0,0,11645.1103515625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/MEXICO-LANCE-B_20240310_200000_62.fit.gz,train,190.0,3600.0
348,348,796,4436,FITfiles/2024-04-15/Beelink1_20240415_110000_59.fit,2024-04-15 11:00:00,0,0,22294.0234375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/15/ALASKA-HAARP_20240415_150000_63.fit.gz,train,190.0,3600.0
349,349,1544,7745,FITfiles/2024-04-28/Beelink1_20240428_093000_59.fit,2024-04-28 09:30:00,0,0,22526.1640625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/28/USA-BOSTON_20240428_133000_63.fit.gz,test,190.0,3600.0
350,350,3683,8089,FITfiles/2024-06-19/UMICH_20240619_183000_59(1).fit,2024-06-19 18:30:00,0,0,10398.2275390625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/19/USA-BOSTON_20240619_223000_63.fit.gz,valid,190.0,3600.0
351,351,3113,1780,FITfiles/2024-06-10/UMICH_20240610_063000_59.fit,2024-06-10 06:30:00,0,0,10902.0810546875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/10/USA-BOSTON_20240610_103000_63.fit.gz,train,190.0,3600.0
352,352,3036,2088,FITfiles/2024-06-08/UMICH_20240608_161500_59.fit,2024-06-08 16:15:00,0,0,10740.41796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/08/MEXICO-LANCE-B_20240608_201500_62.fit.gz,train,190.0,3593.0
353,353,626,5546,FITfiles/2024-04-09/Beelink1_20240409_171500_59.fit,2024-04-09 17:15:00,0,0,21563.9296875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/09/MEXICO-LANCE-A_20240409_211500_63.fit.gz,train,190.0,3600.0
354,354,6010,4143,FITfiles/2024-08-05/Beelink1_20240805_121459_59.fit,2024-08-05 12:14:59,0,0,10056.255859375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/05/MEXICO-LANCE-B_20240805_161459_62.fit.gz,valid,190.0,3595.0
355,355,8072,7397,FITfiles/2024-10-01/UMICH_20241001_190000_59.fit,2024-10-01 19:00:00,0,0,36281.46875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/01/ALASKA-HAARP_20241001_230000_63.fit.gz,train,190.0,3600.0
356,356,0,7264,FITfiles/2024-01-20/Beelink1_20240120_121507_01.fit,2024-01-20 12:15:07,0,0,21620.0390625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/MEXART_20240120_171500_59.fit.gz,train,190.0,3600.0
357,357,8209,8262,FITfiles/2024-10-04/UMICH_20241004_094500_59.fit,2024-10-04 09:45:00,0,0,36428.71875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/04/USA-BOSTON_20241004_134500_63.fit.gz,train,190.0,3600.0
358,358,1477,5649,FITfiles/2024-04-27/Beelink1_20240427_071500_59.fit,2024-04-27 07:15:00,0,0,22356.767578125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/27/USA-BOSTON_20240427_111500_01.fit.gz,train,190.0,3600.0
359,359,266,2661,FITfiles/2024-03-29/Beelink1_20240329_164801_01.fit,2024-03-29 16:48:01,0,0,11193.1884765625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/29/MEXICO-LANCE-A_20240329_204500_63.fit.gz,train,190.0,3600.0
360,360,1087,8352,FITfiles/2024-04-20/Beelink1_20240420_111500_59.fit,2024-04-20 11:15:00,0,0,22512.478515625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/20/USA-BOSTON_20240420_151500_63.fit.gz,test,190.0,3600.0
362,362,1624,5921,FITfiles/2024-04-29/Beelink1_20240429_150000_59.fit,2024-04-29 15:00:00,0,0,21934.408203125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/29/MEXICO-LANCE-B_20240429_190000_62.fit.gz,valid,190.0,3600.0
363,363,2673,7161,FITfiles/2024-06-02/UMICH_20240602_121459_59.fit,2024-06-02 12:14:59,0,0,10751.123046875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/02/MEXICO-LANCE-B_20240602_161459_62.fit.gz,train,190.0,3595.0
364,364,4374,8213,FITfiles/2024-07-02/UMICH_20240702_121459_59.fit,2024-07-02 12:14:59,0,0,10508.1435546875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/MEXICO-LANCE-B_20240702_161459_62.fit.gz,train,190.0,1108.0
365,365,2128,1783,FITfiles/2024-05-23/UMICH_20240523_201500_59.fit,2024-05-23 20:15:00,0,0,10782.6474609375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/24/MEXART_20240524_001500_59.fit.gz,train,190.0,3593.0
366,366,2177,6147,FITfiles/2024-05-24/UMICH_20240524_180000_59.fit,2024-05-24 18:00:00,0,0,10521.2880859375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/24/USA-BOSTON_20240524_220000_63.fit.gz,train,190.0,3600.0
367,367,4362,8176,FITfiles/2024-07-02/UMICH_20240702_091500_59.fit,2024-07-02 09:15:00,0,0,10888.46484375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/02/MEXICO-LANCE-B_20240702_131500_62.fit.gz,train,190.0,3600.0
368,368,3957,4021,FITfiles/2024-06-24/UMICH_20240624_141500_59.fit,2024-06-24 14:15:00,0,0,10361.1240234375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/USA-BOSTON_20240624_181500_63.fit.gz,train,190.0,3592.0
369,369,2211,3198,FITfiles/2024-05-25/UMICH_20240525_115959_59.fit,2024-05-25 11:59:59,0,0,10758.8720703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/25/MEXICO-LANCE-B_20240525_155959_62.fit.gz,valid,190.0,3600.0
370,370,5356,6564,FITfiles/2024-07-25/Beelink1_20240725_081500_59.fit,2024-07-25 08:15:00,0,0,10108.9091796875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/25/MEXICO-LANCE-B_20240725_121500_62.fit.gz,test,190.0,3593.0
371,371,1261,3798,FITfiles/2024-04-23/Beelink1_20240423_111500_59.fit,2024-04-23 11:15:00,0,0,22322.740234375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/23/USA-BOSTON_20240423_151500_63.fit.gz,train,190.0,3600.0
372,372,6790,8980,FITfiles/2024-09-07/UMICH_20240907_153000_59.fit,2024-09-07 15:30:00,0,0,10130.2529296875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/07/MEXICO-LANCE-B_20240907_193000_62.fit.gz,train,190.0,3600.0
373,373,639,5513,FITfiles/2024-04-09/Beelink1_20240409_203000_59.fit,2024-04-09 20:30:00,0,0,22180.169921875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/10/ALASKA-HAARP_20240410_003000_63.fit.gz,train,190.0,3600.0
374,374,6269,7643,FITfiles/2024-08-09/Beelink1_20240809_190000_59.fit,2024-08-09 19:00:00,0,0,10049.6044921875,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/09/MEXART_20240809_230000_59.fit.gz,test,190.0,3600.0
375,375,2813,8036,FITfiles/2024-06-04/UMICH_20240604_181500_59.fit,2024-06-04 18:15:00,0,0,10546.4345703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/04/USA-BOSTON_20240604_221500_63.fit.gz,test,190.0,3593.0
376,376,3956,4031,FITfiles/2024-06-24/UMICH_20240624_140000_59.fit,2024-06-24 14:00:00,0,0,10371.833984375,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/USA-BOSTON_20240624_180000_01.fit.gz,valid,190.0,3600.0
377,377,1420,6639,FITfiles/2024-04-26/Beelink1_20240426_073000_59.fit,2024-04-26 07:30:00,0,0,23116.72265625,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/26/USA-BOSTON_20240426_113000_01.fit.gz,train,190.0,3600.0
378,378,6316,9143,FITfiles/2024-08-10/Beelink1_20240810_161500_59.fit,2024-08-10 16:15:00,0,0,9952.1220703125,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/10/MEXICO-LANCE-B_20240810_201500_62.fit.gz,valid,190.0,3593.0
